id,series_id,observed_at,available_at,value,unit,source_id,source_version,quality_status,data_kind,content_hash,is_demo
27,BUNKER_IFO380_SINGAPORE,2024-01-06 00:00:00,2024-01-06 18:00:00,487.15,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000027,True
28,BUNKER_MGO_SINGAPORE,2024-01-06 00:00:00,2024-01-06 18:00:00,855.82,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000028,True
29,BUNKER_VLSFO_ROTTERDAM,2024-01-06 00:00:00,2024-01-06 18:00:00,617.17,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000029,True
30,BUNKER_VLSFO_PARADIP,2024-01-06 00:00:00,2024-01-06 18:00:00,690.27,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000030,True
31,BUNKER_VLSFO_SINGAPORE,2024-01-07 00:00:00,2024-01-07 18:00:00,658.03,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000031,True
32,BUNKER_IFO380_SINGAPORE,2024-01-07 00:00:00,2024-01-07 18:00:00,488.51,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000032,True
33,BUNKER_MGO_SINGAPORE,2024-01-07 00:00:00,2024-01-07 18:00:00,853.42,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000033,True
34,BUNKER_VLSFO_ROTTERDAM,2024-01-07 00:00:00,2024-01-07 18:00:00,622.51,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000034,True
35,BUNKER_VLSFO_PARADIP,2024-01-07 00:00:00,2024-01-07 18:00:00,684.83,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000035,True
36,BUNKER_VLSFO_SINGAPORE,2024-01-08 00:00:00,2024-01-08 18:00:00,659.34,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000036,True
37,BUNKER_IFO380_SINGAPORE,2024-01-08 00:00:00,2024-01-08 18:00:00,493.91,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000037,True
38,BUNKER_MGO_SINGAPORE,2024-01-08 00:00:00,2024-01-08 18:00:00,859.72,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000038,True
39,BUNKER_VLSFO_ROTTERDAM,2024-01-08 00:00:00,2024-01-08 18:00:00,621.56,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000039,True
40,BUNKER_VLSFO_PARADIP,2024-01-08 00:00:00,2024-01-08 18:00:00,700.21,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000040,True
41,BUNKER_VLSFO_SINGAPORE,2024-01-09 00:00:00,2024-01-09 18:00:00,650.66,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000041,True
42,BUNKER_IFO380_SINGAPORE,2024-01-09 00:00:00,2024-01-09 18:00:00,482.9,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000042,True
43,BUNKER_MGO_SINGAPORE,2024-01-09 00:00:00,2024-01-09 18:00:00,855.66,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000043,True
44,BUNKER_VLSFO_ROTTERDAM,2024-01-09 00:00:00,2024-01-09 18:00:00,629.39,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000044,True
45,BUNKER_VLSFO_PARADIP,2024-01-09 00:00:00,2024-01-09 18:00:00,693.12,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000045,True
46,BUNKER_VLSFO_SINGAPORE,2024-01-10 00:00:00,2024-01-10 18:00:00,661.13,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000046,True
47,BUNKER_IFO380_SINGAPORE,2024-01-10 00:00:00,2024-01-10 18:00:00,493.13,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000047,True
48,BUNKER_MGO_SINGAPORE,2024-01-10 00:00:00,2024-01-10 18:00:00,853.58,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000048,True
49,BUNKER_VLSFO_ROTTERDAM,2024-01-10 00:00:00,2024-01-10 18:00:00,635.54,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000049,True
50,BUNKER_VLSFO_PARADIP,2024-01-10 00:00:00,2024-01-10 18:00:00,693.36,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000050,True
51,BUNKER_VLSFO_SINGAPORE,2024-01-11 00:00:00,2024-01-11 18:00:00,657.55,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000051,True
52,BUNKER_IFO380_SINGAPORE,2024-01-11 00:00:00,2024-01-11 18:00:00,489.77,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000052,True
53,BUNKER_MGO_SINGAPORE,2024-01-11 00:00:00,2024-01-11 18:00:00,860.01,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000053,True
54,BUNKER_VLSFO_ROTTERDAM,2024-01-11 00:00:00,2024-01-11 18:00:00,624.82,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000054,True
55,BUNKER_VLSFO_PARADIP,2024-01-11 00:00:00,2024-01-11 18:00:00,698.66,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000055,True
56,BUNKER_VLSFO_SINGAPORE,2024-01-12 00:00:00,2024-01-12 18:00:00,665.05,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000056,True
57,BUNKER_IFO380_SINGAPORE,2024-01-12 00:00:00,2024-01-12 18:00:00,483.64,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000057,True
58,BUNKER_MGO_SINGAPORE,2024-01-12 00:00:00,2024-01-12 18:00:00,860.56,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000058,True
59,BUNKER_VLSFO_ROTTERDAM,2024-01-12 00:00:00,2024-01-12 18:00:00,625.43,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000059,True
60,BUNKER_VLSFO_PARADIP,2024-01-12 00:00:00,2024-01-12 18:00:00,691.34,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000060,True
61,BUNKER_VLSFO_SINGAPORE,2024-01-13 00:00:00,2024-01-13 18:00:00,666.56,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000061,True
62,BUNKER_IFO380_SINGAPORE,2024-01-13 00:00:00,2024-01-13 18:00:00,495.05,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000062,True
63,BUNKER_MGO_SINGAPORE,2024-01-13 00:00:00,2024-01-13 18:00:00,864.35,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000063,True
64,BUNKER_VLSFO_ROTTERDAM,2024-01-13 00:00:00,2024-01-13 18:00:00,622.85,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000064,True
65,BUNKER_VLSFO_PARADIP,2024-01-13 00:00:00,2024-01-13 18:00:00,703.52,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000065,True
66,BUNKER_VLSFO_SINGAPORE,2024-01-14 00:00:00,2024-01-14 18:00:00,661.22,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000066,True
67,BUNKER_IFO380_SINGAPORE,2024-01-14 00:00:00,2024-01-14 18:00:00,487.68,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000067,True
68,BUNKER_MGO_SINGAPORE,2024-01-14 00:00:00,2024-01-14 18:00:00,868.38,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000068,True
69,BUNKER_VLSFO_ROTTERDAM,2024-01-14 00:00:00,2024-01-14 18:00:00,628.82,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000069,True
70,BUNKER_VLSFO_PARADIP,2024-01-14 00:00:00,2024-01-14 18:00:00,701.91,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000070,True
71,BUNKER_VLSFO_SINGAPORE,2024-01-15 00:00:00,2024-01-15 18:00:00,667.43,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000071,True
72,BUNKER_IFO380_SINGAPORE,2024-01-15 00:00:00,2024-01-15 18:00:00,489.03,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000072,True
73,BUNKER_MGO_SINGAPORE,2024-01-15 00:00:00,2024-01-15 18:00:00,866.3,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000073,True
74,BUNKER_VLSFO_ROTTERDAM,2024-01-15 00:00:00,2024-01-15 18:00:00,634.57,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000074,True
75,BUNKER_VLSFO_PARADIP,2024-01-15 00:00:00,2024-01-15 18:00:00,706.82,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000075,True
76,BUNKER_VLSFO_SINGAPORE,2024-01-16 00:00:00,2024-01-16 18:00:00,655.93,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000076,True
77,BUNKER_IFO380_SINGAPORE,2024-01-16 00:00:00,2024-01-16 18:00:00,486.72,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000077,True
78,BUNKER_MGO_SINGAPORE,2024-01-16 00:00:00,2024-01-16 18:00:00,867.23,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000078,True
79,BUNKER_VLSFO_ROTTERDAM,2024-01-16 00:00:00,2024-01-16 18:00:00,635.19,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000079,True
80,BUNKER_VLSFO_PARADIP,2024-01-16 00:00:00,2024-01-16 18:00:00,704.53,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000080,True
81,BUNKER_VLSFO_SINGAPORE,2024-01-17 00:00:00,2024-01-17 18:00:00,673.79,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000081,True
82,BUNKER_IFO380_SINGAPORE,2024-01-17 00:00:00,2024-01-17 18:00:00,495.61,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000082,True
83,BUNKER_MGO_SINGAPORE,2024-01-17 00:00:00,2024-01-17 18:00:00,862.8,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000083,True
84,BUNKER_VLSFO_ROTTERDAM,2024-01-17 00:00:00,2024-01-17 18:00:00,633.02,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000084,True
85,BUNKER_VLSFO_PARADIP,2024-01-17 00:00:00,2024-01-17 18:00:00,697.44,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000085,True
86,BUNKER_VLSFO_SINGAPORE,2024-01-18 00:00:00,2024-01-18 18:00:00,667.62,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000086,True
87,BUNKER_IFO380_SINGAPORE,2024-01-18 00:00:00,2024-01-18 18:00:00,494.59,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000087,True
88,BUNKER_MGO_SINGAPORE,2024-01-18 00:00:00,2024-01-18 18:00:00,864.14,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000088,True
89,BUNKER_VLSFO_ROTTERDAM,2024-01-18 00:00:00,2024-01-18 18:00:00,632.56,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000089,True
90,BUNKER_VLSFO_PARADIP,2024-01-18 00:00:00,2024-01-18 18:00:00,691.6,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000090,True
91,BUNKER_VLSFO_SINGAPORE,2024-01-19 00:00:00,2024-01-19 18:00:00,674.45,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000091,True
92,BUNKER_IFO380_SINGAPORE,2024-01-19 00:00:00,2024-01-19 18:00:00,491.48,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000092,True
93,BUNKER_MGO_SINGAPORE,2024-01-19 00:00:00,2024-01-19 18:00:00,862.26,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000093,True
94,BUNKER_VLSFO_ROTTERDAM,2024-01-19 00:00:00,2024-01-19 18:00:00,633.53,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000094,True
95,BUNKER_VLSFO_PARADIP,2024-01-19 00:00:00,2024-01-19 18:00:00,704.61,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000095,True
96,BUNKER_VLSFO_SINGAPORE,2024-01-20 00:00:00,2024-01-20 18:00:00,663.79,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000096,True
97,BUNKER_IFO380_SINGAPORE,2024-01-20 00:00:00,2024-01-20 18:00:00,487.23,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000097,True
98,BUNKER_MGO_SINGAPORE,2024-01-20 00:00:00,2024-01-20 18:00:00,868.9,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000098,True
99,BUNKER_VLSFO_ROTTERDAM,2024-01-20 00:00:00,2024-01-20 18:00:00,635.19,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000099,True
100,BUNKER_VLSFO_PARADIP,2024-01-20 00:00:00,2024-01-20 18:00:00,698.21,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000100,True
101,BUNKER_VLSFO_SINGAPORE,2024-01-21 00:00:00,2024-01-21 18:00:00,661.04,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000101,True
102,BUNKER_IFO380_SINGAPORE,2024-01-21 00:00:00,2024-01-21 18:00:00,496.19,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000102,True
103,BUNKER_MGO_SINGAPORE,2024-01-21 00:00:00,2024-01-21 18:00:00,872.47,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000103,True
104,BUNKER_VLSFO_ROTTERDAM,2024-01-21 00:00:00,2024-01-21 18:00:00,636.88,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000104,True
105,BUNKER_VLSFO_PARADIP,2024-01-21 00:00:00,2024-01-21 18:00:00,700.11,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000105,True
106,BUNKER_VLSFO_SINGAPORE,2024-01-22 00:00:00,2024-01-22 18:00:00,670.61,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000106,True
107,BUNKER_IFO380_SINGAPORE,2024-01-22 00:00:00,2024-01-22 18:00:00,499.24,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000107,True
108,BUNKER_MGO_SINGAPORE,2024-01-22 00:00:00,2024-01-22 18:00:00,867.79,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000108,True
109,BUNKER_VLSFO_ROTTERDAM,2024-01-22 00:00:00,2024-01-22 18:00:00,634.9,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000109,True
110,BUNKER_VLSFO_PARADIP,2024-01-22 00:00:00,2024-01-22 18:00:00,699.06,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000110,True
111,BUNKER_VLSFO_SINGAPORE,2024-01-23 00:00:00,2024-01-23 18:00:00,671.14,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000111,True
112,BUNKER_IFO380_SINGAPORE,2024-01-23 00:00:00,2024-01-23 18:00:00,495.47,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000112,True
113,BUNKER_MGO_SINGAPORE,2024-01-23 00:00:00,2024-01-23 18:00:00,879.94,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000113,True
114,BUNKER_VLSFO_ROTTERDAM,2024-01-23 00:00:00,2024-01-23 18:00:00,640.66,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000114,True
115,BUNKER_VLSFO_PARADIP,2024-01-23 00:00:00,2024-01-23 18:00:00,708.14,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000115,True
116,BUNKER_VLSFO_SINGAPORE,2024-01-24 00:00:00,2024-01-24 18:00:00,667.38,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000116,True
117,BUNKER_IFO380_SINGAPORE,2024-01-24 00:00:00,2024-01-24 18:00:00,493.14,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000117,True
118,BUNKER_MGO_SINGAPORE,2024-01-24 00:00:00,2024-01-24 18:00:00,876.02,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000118,True
119,BUNKER_VLSFO_ROTTERDAM,2024-01-24 00:00:00,2024-01-24 18:00:00,643.48,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000119,True
120,BUNKER_VLSFO_PARADIP,2024-01-24 00:00:00,2024-01-24 18:00:00,708.42,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000120,True
121,BUNKER_VLSFO_SINGAPORE,2024-01-25 00:00:00,2024-01-25 18:00:00,671.27,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000121,True
122,BUNKER_IFO380_SINGAPORE,2024-01-25 00:00:00,2024-01-25 18:00:00,497.33,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000122,True
123,BUNKER_MGO_SINGAPORE,2024-01-25 00:00:00,2024-01-25 18:00:00,868.53,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000123,True
124,BUNKER_VLSFO_ROTTERDAM,2024-01-25 00:00:00,2024-01-25 18:00:00,638.64,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000124,True
125,BUNKER_VLSFO_PARADIP,2024-01-25 00:00:00,2024-01-25 18:00:00,715.42,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000125,True
126,BUNKER_VLSFO_SINGAPORE,2024-01-26 00:00:00,2024-01-26 18:00:00,666.26,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000126,True
127,BUNKER_IFO380_SINGAPORE,2024-01-26 00:00:00,2024-01-26 18:00:00,497.79,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000127,True
128,BUNKER_MGO_SINGAPORE,2024-01-26 00:00:00,2024-01-26 18:00:00,874.53,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000128,True
129,BUNKER_VLSFO_ROTTERDAM,2024-01-26 00:00:00,2024-01-26 18:00:00,634.78,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000129,True
130,BUNKER_VLSFO_PARADIP,2024-01-26 00:00:00,2024-01-26 18:00:00,702.83,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000130,True
131,BUNKER_VLSFO_SINGAPORE,2024-01-27 00:00:00,2024-01-27 18:00:00,672.41,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000131,True
132,BUNKER_IFO380_SINGAPORE,2024-01-27 00:00:00,2024-01-27 18:00:00,495.82,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000132,True
133,BUNKER_MGO_SINGAPORE,2024-01-27 00:00:00,2024-01-27 18:00:00,874.14,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000133,True
134,BUNKER_VLSFO_ROTTERDAM,2024-01-27 00:00:00,2024-01-27 18:00:00,637.97,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000134,True
135,BUNKER_VLSFO_PARADIP,2024-01-27 00:00:00,2024-01-27 18:00:00,703.98,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000135,True
136,BUNKER_VLSFO_SINGAPORE,2024-01-28 00:00:00,2024-01-28 18:00:00,669.41,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000136,True
137,BUNKER_IFO380_SINGAPORE,2024-01-28 00:00:00,2024-01-28 18:00:00,493.45,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000137,True
138,BUNKER_MGO_SINGAPORE,2024-01-28 00:00:00,2024-01-28 18:00:00,869.37,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000138,True
139,BUNKER_VLSFO_ROTTERDAM,2024-01-28 00:00:00,2024-01-28 18:00:00,641.07,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000139,True
140,BUNKER_VLSFO_PARADIP,2024-01-28 00:00:00,2024-01-28 18:00:00,701.79,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000140,True
141,BUNKER_VLSFO_SINGAPORE,2024-01-29 00:00:00,2024-01-29 18:00:00,680.0,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000141,True
142,BUNKER_IFO380_SINGAPORE,2024-01-29 00:00:00,2024-01-29 18:00:00,501.12,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000142,True
143,BUNKER_MGO_SINGAPORE,2024-01-29 00:00:00,2024-01-29 18:00:00,875.6,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000143,True
144,BUNKER_VLSFO_ROTTERDAM,2024-01-29 00:00:00,2024-01-29 18:00:00,638.07,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000144,True
145,BUNKER_VLSFO_PARADIP,2024-01-29 00:00:00,2024-01-29 18:00:00,707.74,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000145,True
146,BUNKER_VLSFO_SINGAPORE,2024-01-30 00:00:00,2024-01-30 18:00:00,679.18,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000146,True
147,BUNKER_IFO380_SINGAPORE,2024-01-30 00:00:00,2024-01-30 18:00:00,496.6,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000147,True
148,BUNKER_MGO_SINGAPORE,2024-01-30 00:00:00,2024-01-30 18:00:00,875.86,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000148,True
149,BUNKER_VLSFO_ROTTERDAM,2024-01-30 00:00:00,2024-01-30 18:00:00,641.9,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000149,True
150,BUNKER_VLSFO_PARADIP,2024-01-30 00:00:00,2024-01-30 18:00:00,704.17,USD_PER_MT,2,v1.0,VALID,SYNTHETIC,hash_bnk_000150,True
